Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-001592385-protein169.fasta	GCA_001592385	CP010874.1	147749	148940	169	Argininosuccinate synthase	http://purl.uniprot.org/uniprot/Q3K3Q4
GCA-001592385-protein556.fasta	GCA_001592385	CP010874.1	550902	551739	556	ADP-dependent (S)-NAD(P)H-hydrate dehydratase	http://purl.uniprot.org/uniprot/S9M1N2
GCA-001275545-protein3614.fasta	GCA_001275545	CP012419.2	1729076	1729802	3614	Transcriptional regulator, MerR family	http://purl.uniprot.org/uniprot/A0A0E1EJK3
GCA-001592385-protein1694.fasta	GCA_001592385	CP010874.1	1731850	1732243	1694	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EJD8
GCA-001592385-protein109.fasta	GCA_001592385	CP010874.1	92650	93577	109	phage head morphogenesis protein	http://purl.uniprot.org/uniparc/UPI00077CDA47
GCA-001592385-protein2021.fasta	GCA_001592385	CP010874.1	2045327	2046437	2021	DNA replication and repair protein RecF	http://purl.uniprot.org/uniprot/Q3JYE9
GCA-000007265-protein891.fasta	GCA_000007265	AE009948.1	925828	926251	891	Sigma70-ECF: RNA polymerase sigma factor, sigma-70 family	http://purl.uniprot.org/uniprot/A0A127SVZ2
GCA-001026925-protein860.fasta	GCA_001026925	CP010867.1	907455	910689	860	ATP-dependent helicase/deoxyribonuclease subunit B	http://purl.uniprot.org/uniprot/Q8E062
GCA-000427035-protein2725.fasta	GCA_000427035	HF952104.1	986558	987377	2725	Uncharacterized protein	http://purl.uniprot.org/uniprot/M4YY95
GCA-000831105-protein1208.fasta	GCA_000831105	CP007572.1	1270502	1271426	1208	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/S8HUZ4
GCA-000831105-protein699.fasta	GCA_000831105	CP007572.1	718040	718733	699	Cobalt transport protein cbiQ	http://purl.uniprot.org/uniprot/M4YXU6
GCA-001190805-protein3581.fasta	GCA_001190805	CP011325.1	1650392	1651109	3581	DUF4811 domain-containing protein	http://purl.uniprot.org/uniprot/A0A1J7VPV4
GCA-000730215-protein3358.fasta	GCA_000730215	CP007631.2	1412918	1413863	3358	Diphosphomevalonate decarboxylase	http://purl.uniprot.org/uniprot/A0A076Z1K4
GCA-001190805-protein2260.fasta	GCA_001190805	CP011325.1	260311	260947	2260	Choline ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1F0CCJ9
GCA-001592385-protein2040.fasta	GCA_001592385	CP010874.1	2067301	2068075	2040	Chromosome partitioning protein ParB	http://purl.uniprot.org/uniprot/A0A0H1MTF8
GCA-000427075-protein3246.fasta	GCA_000427075	HF952105.1	1246064	1247348	3246	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00059B4981
GCA-001275545-protein3972.fasta	GCA_001275545	CP012419.2	2070736	2071300	3972		
GCA-001592385-protein29.fasta	GCA_001592385	CP010874.1	32792	33884	29	5-(carboxyamino)imidazole ribonucleotide synthase	http://purl.uniprot.org/uniparc/UPI00005BB1C2
GCA-000427075-protein3985.fasta	GCA_000427075	HF952105.1	1980863	1981274	3985	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DBD0
GCA-001683515-protein2081.fasta	GCA_001683515	CP016391.1	219561	223137	2081	DNA-directed RNA polymerase subunit beta	http://purl.uniprot.org/uniparc/UPI0008073DEF
GCA-001592385-protein1897.fasta	GCA_001592385	CP010874.1	1935004	1935676	1897	2-deoxyribose-5-phosphate aldolase	http://purl.uniprot.org/uniparc/UPI0003175E7B
GCA-000831145-protein597.fasta	GCA_000831145	CP007570.1	638849	639077	597	Predicted transcriptional regulator	http://purl.uniprot.org/uniprot/Q6WRY9
GCA-001592385-protein1380.fasta	GCA_001592385	CP010874.1	1426411	1427800	1380	Amino acid transporter	http://purl.uniprot.org/uniprot/S9KPL1
GCA-001683515-protein2238.fasta	GCA_001683515	CP016391.1	376246	376567	2238	PTS sugar transporter subunit IIB	http://purl.uniprot.org/uniparc/UPI00077C8055
GCA-000730255-protein587.fasta	GCA_000730255	CP007632.1	603668	604052	587	HicB family protein	http://purl.uniprot.org/uniparc/UPI0002BBBD21
GCA-001592385-protein1028.fasta	GCA_001592385	CP010874.1	1059813	1060893	1028	Peptide chain release factor 1	http://purl.uniprot.org/uniprot/Q3K119
GCA-001592385-protein295.fasta	GCA_001592385	CP010874.1	279105	279666	295	N-acetyltransferase	http://purl.uniprot.org/uniparc/UPI0002DFDF88
GCA-000831105-protein1219.fasta	GCA_000831105	CP007572.1	1281264	1282026	1219	Phosphonate ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1A9E1I3
GCA-000012705-protein2665.fasta	GCA_000012705	CP000114.1	570358	570790	2665	Phage protein Gp19/Gp15/Gp42	http://purl.uniprot.org/uniprot/A0A1D0CSZ4
GCA-001592385-protein1735.fasta	GCA_001592385	CP010874.1	1776118	1776610	1735	Acetyltransferase	http://purl.uniprot.org/uniprot/A0A0E1EJH1
GCA-001592385-protein158.fasta	GCA_001592385	CP010874.1	136659	138114	158	glutamate--tRNA ligase	http://purl.uniprot.org/uniparc/UPI0002BB505B
GCA-000012705-protein2631.fasta	GCA_000012705	CP000114.1	551728	552061	2631	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1D0CSG5
GCA-000299135-protein4054.fasta	GCA_000299135	CP003810.1	1995784	1996120	4054	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI000264312A
GCA-001275545-protein3902.fasta	GCA_001275545	CP012419.2	2010828	2012100	3902	replication protein RepA	http://purl.uniprot.org/uniparc/UPI0002EDB72E
GCA-000599965-protein157.fasta	GCA_000599965	CP007482.1	162260	163037	157	Metallo-beta-lactamase family protein	http://purl.uniprot.org/uniprot/F8XYN6
GCA-000012705-protein2792.fasta	GCA_000012705	CP000114.1	702563	704069	2792	Protein kinase	http://purl.uniprot.org/uniprot/A0A0H1XY30
GCA-000689235-protein851.fasta	GCA_000689235	HG939456.1	906786	908157	851	Pyridine nucleotide-disulfide oxidoreductase	http://purl.uniprot.org/uniprot/E7S4I7
GCA-000007265-protein780.fasta	GCA_000007265	AE009948.1	798249	798930	780	Membrane protein	http://purl.uniprot.org/uniprot/E7S4X0
GCA-000427075-protein2650.fasta	GCA_000427075	HF952105.1	636767	637040	2650	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E7A5
GCA-001266635-protein1152.fasta	GCA_001266635	CP010319.1	1203989	1204217	1152	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003FC4858
GCA-000007265-protein172.fasta	GCA_000007265	AE009948.1	196201	196441	172	Uncharacterized protein	http://purl.uniprot.org/uniprot/E7S6U5
GCA-000689235-protein1617.fasta	GCA_000689235	HG939456.1	1691510	1692002	1617	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VDW9
GCA-001552035-protein2956.fasta	GCA_001552035	CP012480.1	908982	910392	2956		
GCA-001026925-protein1993.fasta	GCA_001026925	CP010867.1	2062986	2063781	1993	Energy-coupling factor transporter transmembrane protein EcfT	http://purl.uniprot.org/uniprot/A0A1J7WNX1
GCA-000012705-protein4092.fasta	GCA_000012705	CP000114.1	2046974	2047424	4092	RNA polymerase subunit sigma-70	http://purl.uniprot.org/uniprot/A0A1J7VJ67
GCA-001592385-protein1716.fasta	GCA_001592385	CP010874.1	1757123	1758107	1716	LacI family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EQ35
GCA-001683515-protein2323.fasta	GCA_001683515	CP016391.1	466158	469860	2323	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00080734AD
GCA-000831105-protein490.fasta	GCA_000831105	CP007572.1	516047	516680	490	Endonuclease III	http://purl.uniprot.org/uniprot/E7S5P4
GCA-000196055-protein1724.fasta	GCA_000196055	AL732656.1	1778251	1779214	1724	Asparaginase	http://purl.uniprot.org/uniprot/E7S2Q8
GCA-000299135-protein4056.fasta	GCA_000299135	CP003810.1	1997347	1997641	4056	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002643128
GCA-001026925-protein284.fasta	GCA_001026925	CP010867.1	303323	304271	284	Ribosomal RNA small subunit methyltransferase H	http://purl.uniprot.org/uniprot/Q3K394
GCA-000831105-protein1549.fasta	GCA_000831105	CP007572.1	1633210	1634074	1549	Ribosomal RNA small subunit methyltransferase I	http://purl.uniprot.org/uniprot/Q8E3Y1
GCA-000831145-protein1683.fasta	GCA_000831145	CP007570.1	1800247	1802896	1683	phage tail tape measure protein	http://purl.uniprot.org/uniparc/UPI0004ED9532
GCA-000012705-protein3353.fasta	GCA_000012705	CP000114.1	1305400	1307215	3353	DNA polymerase III polC-type	http://purl.uniprot.org/uniprot/A0A076YVR6
GCA-000012705-protein2630.fasta	GCA_000012705	CP000114.1	551412	551631	2630	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/S8NX44
GCA-001190805-protein3590.fasta	GCA_001190805	CP011325.1	1661184	1661778	3590	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7VVI0
GCA-001266635-protein813.fasta	GCA_001266635	CP010319.1	863211	863910	813		
GCA-001190885-protein3070.fasta	GCA_001190885	CP011329.1	1273767	1275330	3070	Site-specific recombinase	http://purl.uniprot.org/uniprot/A0A123TMW6
GCA-000007265-protein258.fasta	GCA_000007265	AE009948.1	273799	274714	258	Glycine--tRNA ligase alpha subunit	http://purl.uniprot.org/uniprot/F8XYC1
GCA-000831105-protein184.fasta	GCA_000831105	CP007572.1	199041	199377	184	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9DYS2
GCA-000599965-protein757.fasta	GCA_000599965	CP007482.1	759699	762051	757		
GCA-000427075-protein2688.fasta	GCA_000427075	HF952105.1	664908	666252	2688	N-acetylmuramoyl-L-alanine amidase	http://purl.uniprot.org/uniparc/UPI000332D92C
GCA-000730215-protein2523.fasta	GCA_000730215	CP007631.2	556767	557565	2523	Repressor	http://purl.uniprot.org/uniprot/A0A0E1ELH0
GCA-001592385-protein1221.fasta	GCA_001592385	CP010874.1	1254737	1255592	1221	Glutathione S-transferase domain protein	http://purl.uniprot.org/uniprot/A0A0H1WJH3
GCA-001592385-protein237.fasta	GCA_001592385	CP010874.1	222646	224275	237	ABC transporter, substrate-binding protein, family 5	http://purl.uniprot.org/uniprot/E7S6T4
GCA-000831125-protein2974.fasta	GCA_000831125	CP007571.1	883520	884771	2974	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004ED9605
GCA-001026925-protein1274.fasta	GCA_001026925	CP010867.1	1344109	1345180	1274	Regulatory protein, putative	http://purl.uniprot.org/uniprot/Q8DYX0
GCA-001655175-protein91.fasta	GCA_001655175	CP015976.1	98724	99099	91		
GCA-000782855-protein2536.fasta	GCA_000782855	CP006910.1	567400	568153	2536	toll/interleukin-1 receptor domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002BB8090
GCA-001655175-protein574.fasta	GCA_001655175	CP015976.1	578388	579276	574		
GCA-001026925-protein489.fasta	GCA_001026925	CP010867.1	512092	512785	489	ABC transporter, permease protein	http://purl.uniprot.org/uniprot/E7S5N6
GCA-001275545-protein3116.fasta	GCA_001275545	CP012419.2	1218531	1219260	3116	oxidoreductase	http://purl.uniprot.org/uniparc/UPI0002EFA94C
GCA-001026925-protein394.fasta	GCA_001026925	CP010867.1	416325	416865	394	Biotin biosynthesis protein BioC	http://purl.uniprot.org/uniprot/S8G058
GCA-000831145-protein569.fasta	GCA_000831145	CP007570.1	604110	605781	569	RNA methyltransferase	http://purl.uniprot.org/uniprot/A0A076YVX8
GCA-000007265-protein618.fasta	GCA_000007265	AE009948.1	624826	625039	618	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E0T6
GCA-000302475-protein1212.fasta	GCA_000302475	CP003919.1	1234198	1235515	1212		
GCA-000730215-protein3236.fasta	GCA_000730215	CP007631.2	1288251	1289592	3236	Multidrug transporter MatE	http://purl.uniprot.org/uniprot/A0A076YT77
GCA-001266635-protein929.fasta	GCA_001266635	CP010319.1	975763	976996	929	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB929D
GCA-000427055-protein663.fasta	GCA_000427055	HF952106.1	679760	680114	663	DNA-binding transcriptional regulator, XRE-family HTH domain	http://purl.uniprot.org/uniprot/A0A1H6UUW6
GCA-001592385-protein1877.fasta	GCA_001592385	CP010874.1	1909551	1909875	1877	Branched-chain amino acid permease	http://purl.uniprot.org/uniprot/A0A0E1EJY5
GCA-000730255-protein1584.fasta	GCA_000730255	CP007632.1	1643385	1643928	1584	Colicin V production protein	http://purl.uniprot.org/uniprot/A0A1J7WU38
GCA-000196055-protein380.fasta	GCA_000196055	AL732656.1	391600	391849	380	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8FSN6
GCA-000831105-protein1235.fasta	GCA_000831105	CP007572.1	1300079	1300763	1235	SAM-dependent methyltransferase	http://purl.uniprot.org/uniprot/A0A1J7WAG2
GCA-001552035-protein2759.fasta	GCA_001552035	CP012480.1	704982	705192	2759	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1S1FEN7
GCA-001592385-protein1787.fasta	GCA_001592385	CP010874.1	1836212	1838615	1787	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	http://purl.uniprot.org/uniparc/UPI0002FA5917
GCA-000007265-protein912.fasta	GCA_000007265	AE009948.1	949475	950033	912	Signal peptidase I	http://purl.uniprot.org/uniprot/F8Y062
GCA-001592385-protein1876.fasta	GCA_001592385	CP010874.1	1906944	1909182	1876	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	http://purl.uniprot.org/uniprot/Q3JYS3
GCA-000831105-protein1161.fasta	GCA_000831105	CP007572.1	1222816	1223359	1161	Alkaline shock protein 23, putative	http://purl.uniprot.org/uniprot/F8Y0Z4
GCA-001592385-protein1611.fasta	GCA_001592385	CP010874.1	1651343	1651703	1611	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EPV6
GCA-000427055-protein1759.fasta	GCA_000427055	HF952106.1	1780176	1781160	1759		
GCA-000302475-protein1621.fasta	GCA_000302475	CP003919.1	1636787	1637147	1621		
GCA-000730215-protein2335.fasta	GCA_000730215	CP007631.2	364658	365534	2335	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	http://purl.uniprot.org/uniprot/E7S678
GCA-000831105-protein1193.fasta	GCA_000831105	CP007572.1	1256116	1257142	1193	NeuB	http://purl.uniprot.org/uniprot/O87186
GCA-000007265-protein1481.fasta	GCA_000007265	AE009948.1	1538981	1539335	1481	Membrane protein	http://purl.uniprot.org/uniprot/S8FZK3
GCA-000007265-protein845.fasta	GCA_000007265	AE009948.1	865761	865992	845	Membrane protein	http://purl.uniprot.org/uniprot/S8G634
GCA-000599965-protein23.fasta	GCA_000599965	CP007482.1	30758	31070	23	PadR family transcriptional regulator, regulatory protein PadR	http://purl.uniprot.org/uniprot/F8XYB7
GCA-001190805-protein2561.fasta	GCA_001190805	CP011325.1	580400	581747	2561	Asparagine--tRNA ligase	http://purl.uniprot.org/uniprot/F8XZ09
GCA-000427055-protein670.fasta	GCA_000427055	HF952106.1	684301	684877	670	histidine phosphatase family protein	http://purl.uniprot.org/uniparc/UPI000332D91F
GCA-000599965-protein645.fasta	GCA_000599965	CP007482.1	645371	646298	645	Peptidase, U32 family	http://purl.uniprot.org/uniprot/E7S527
GCA-000196055-protein1567.fasta	GCA_000196055	AL732656.1	1631851	1632838	1567	Phosphate starvation-inducible protein PhoH	http://purl.uniprot.org/uniprot/X5KHV4
GCA-001683515-protein2784.fasta	GCA_001683515	CP016391.1	959574	961110	2784	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI00077C811B
GCA-000007265-protein532.fasta	GCA_000007265	AE009948.1	560027	560231	532	Conserved domain protein	http://purl.uniprot.org/uniprot/Q8E119
GCA-000831105-protein1929.fasta	GCA_000831105	CP007572.1	2025186	2026065	1929	Phosphate transport system permease protein PstA	http://purl.uniprot.org/uniprot/S8FQ13
GCA-001275545-protein3001.fasta	GCA_001275545	CP012419.2	1124149	1124701	3001	Stress response regulator Gls24	http://purl.uniprot.org/uniprot/S9MBJ9
GCA-000831145-protein1669.fasta	GCA_000831145	CP007570.1	1786198	1787458	1669	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA42E0
GCA-001552035-protein2784.fasta	GCA_001552035	CP012480.1	727223	727517	2784	Antitoxin	http://purl.uniprot.org/uniprot/A0A1S1FFE8
GCA-000007265-protein819.fasta	GCA_000007265	AE009948.1	839263	840061	819	Phosphomethylpyrimidine kinase	http://purl.uniprot.org/uniprot/Q8E094
GCA-001592385-protein1106.fasta	GCA_001592385	CP010874.1	1130045	1132505	1106	DNA topoisomerase 4 subunit A	http://purl.uniprot.org/uniprot/Q93RL0
GCA-001275545-protein3724.fasta	GCA_001275545	CP012419.2	1843394	1844390	3724	UDP-glucose 4-epimerase GalE	http://purl.uniprot.org/uniprot/A0A1J7VQL1
GCA-000302475-protein417.fasta	GCA_000302475	CP003919.1	434469	435372	417		
GCA-001190805-protein2703.fasta	GCA_001190805	CP011325.1	732981	733980	2703	Glycosyl transferase family 1	http://purl.uniprot.org/uniprot/A0A1F0CHV9
GCA-000730215-protein2527.fasta	GCA_000730215	CP007631.2	558653	559349	2527	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EFV3
GCA-001592385-protein641.fasta	GCA_001592385	CP010874.1	635792	636644	641	class C sortase	http://purl.uniprot.org/uniparc/UPI00036BA327
GCA-000007265-protein586.fasta	GCA_000007265	AE009948.1	595431	595734	586	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8H3A3
GCA-000012705-protein3787.fasta	GCA_000012705	CP000114.1	1749429	1751202	3787	DUF4365 domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H1T468
GCA-000730255-protein1807.fasta	GCA_000730255	CP007632.1	1874108	1874333	1807		
GCA-000007265-protein1662.fasta	GCA_000007265	AE009948.1	1711537	1711852	1662	Thioredoxin	http://purl.uniprot.org/uniprot/F8Y2P4
GCA-001190885-protein2690.fasta	GCA_001190885	CP011329.1	874062	874599	2690	ATP synthase subunit delta	http://purl.uniprot.org/uniprot/Q8E075
GCA-000302475-protein88.fasta	GCA_000302475	CP003919.1	97784	98258	88		
GCA-000007265-protein1811.fasta	GCA_000007265	AE009948.1	1858223	1859045	1811	DNA replication protein	http://purl.uniprot.org/uniprot/A0A1F0C6P5
GCA-001190805-protein3251.fasta	GCA_001190805	CP011325.1	1316592	1317111	3251	Ribosome maturation factor RimM	http://purl.uniprot.org/uniprot/Q8DYW8
GCA-001592385-protein1771.fasta	GCA_001592385	CP010874.1	1818245	1819097	1771	Fis family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1TTF1
GCA-001552035-protein2783.fasta	GCA_001552035	CP012480.1	725564	727157	2783	Terminase	http://purl.uniprot.org/uniprot/A0A1S1FET4
GCA-000427035-protein2598.fasta	GCA_000427035	HF952104.1	840574	841060	2598	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8XZV0
GCA-000831145-protein595.fasta	GCA_000831145	CP007570.1	636454	638248	595	Peptidoglycan hydrolase-like protein	http://purl.uniprot.org/uniprot/A0A076YXY3
GCA-001190885-protein2521.fasta	GCA_001190885	CP011329.1	692105	692891	2521	DNA-entry nuclease	http://purl.uniprot.org/uniprot/A0A1J7V651
GCA-000427055-protein220.fasta	GCA_000427055	HF952106.1	234878	235979	220	CHAP domain-containing protein	http://purl.uniprot.org/uniparc/UPI000332D948
GCA-001266635-protein598.fasta	GCA_001266635	CP010319.1	621145	622180	598	alpha/beta hydrolase	http://purl.uniprot.org/uniparc/UPI0002BB41F7
GCA-001592385-protein659.fasta	GCA_001592385	CP010874.1	653037	655041	659	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000318111B
GCA-000196055-protein1745.fasta	GCA_000196055	AL732656.1	1805232	1805829	1745	Uroporphyrinogen-III decarboxylase	http://purl.uniprot.org/uniprot/F8Y2M6
GCA-001190885-protein3305.fasta	GCA_001190885	CP011329.1	1523894	1524575	3305	Helix-turn-helix domain	http://purl.uniprot.org/uniprot/A0A1L5KSM4
GCA-001190885-protein3059.fasta	GCA_001190885	CP011329.1	1264168	1266298	3059	cadmium-translocating P-type ATPase	http://purl.uniprot.org/uniparc/UPI0002BC264A
GCA-000599965-protein279.fasta	GCA_000599965	CP007482.1	281875	282562	279	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8XXR2
GCA-000427075-protein2578.fasta	GCA_000427075	HF952105.1	588640	588871	2578	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DCBE
GCA-000427075-protein3288.fasta	GCA_000427075	HF952105.1	1280036	1283354	3288	DUF3991 domain-containing protein	http://purl.uniprot.org/uniparc/UPI000332DA67
